Participant_ID,Age,Gender,Sport_Type,Experience_Years,Training_Method,Adaptation_Type,Session_Count,Session_Duration_Min,Training_Period_Weeks,Intervention_Intensity_Level,Intrinsic_Motivation,Extrinsic_Motivation,Anxiety_Level,Stress_Coping_Ability,Resilience_Index,Self_Confidence_Score,Performance_Score,Training_Adherence_Rate,Post_Session_Satisfaction_Score,Motivation_Gain,Confidence_Gain,Stress_Reduction_Percentage,Adaptation_Effectiveness_Score
15473,27.27967537,Male,Athletics,2.617664937,Self-talk,AI-guided,12.04187104,62.11602546,9.585182925,Medium,79.95632359,51.18966892,18.65970358,77.80642425,48.40883476,39.76415389,53.47064403,80.59823485,80.64807575,4.831616968,12.06368198,3.866938476,10.07606244
15474,19.37925532,Male,Swimming,5.159518568,Visualization,AI-guided,13.01558997,47.26067213,6.79605672,Medium,73.33500111,69.83965922,48.47455234,64.75616507,48.92779652,73.95314918,65.27823508,54.95141529,60.23877005,4.462830752,5.60328532,14.82749747,17.91957329
15475,33.38786454,Female,Athletics,1.355885561,Goal-setting,AI-guided,14.0520451,52.47578418,5.762399681,Low,71.60445348,72.07810696,57.58339914,53.65162499,70.71076805,60.59951175,66.84404851,76.02640977,70.55741664,6.93983639,9.82202865,22.94168858,8.198248168
15476,24.04961083,Female,Basketball,6.536279451,Self-talk,Feedback-based,9.835551625,40.18768867,5.942618451,Medium,61.74731682,80.61961379,0,37.02606032,47.70073841,85.66949864,64.55079459,75.55372095,68.57992716,1.402560957,10.24285178,13.01480099,7.717264747
15477,25.28036915,Male,Tennis,9.276825,Goal-setting,AI-guided,13.68767279,82.99388343,9.146746226,Medium,60.91972743,72.14310772,46.02288316,92.33823645,74.10147762,61.00067606,74.36669324,73.03450672,80.7837134,9.636091723,21.57508394,12.76312197,13.8591761
15478,30.53878144,Female,Football,3.093891602,Self-talk,AI-guided,15.77120283,62.92393676,3.468303003,Low,58.90183587,62.50272188,0,60.7279921,98.82849821,88.55097919,65.0089784,92.9056806,79.96457354,8.375633562,10.99663416,13.40873883,16.83739843
15479,30.10793364,Female,Swimming,5.745671722,Visualization,AI-guided,17.83084871,49.51726715,8.010522646,Medium,51.79908831,68.40777795,29.87478216,80.62073021,67.14993155,88.19281777,57.22189176,58.50695432,82.4138098,6.684490835,17.89870668,12.949596,15.38764519
15480,30.78248827,Female,Athletics,8.20875642,Mindfulness,Feedback-based,5.950842686,77.90751881,11.5020729,Medium,69.84623337,47.46299957,60.07502947,55.79449245,81.35818221,81.54880329,78.21944253,81.37577407,75.12834186,10.16993356,23.22984238,24.07763111,6.651933304
15481,32.98326592,Female,Tennis,9.867260168,Self-talk,AI-guided,10.94907844,57.7078752,7.301013245,High,71.0385605,67.08206397,24.12352705,86.32171357,56.43527666,70.43596746,63.49694641,89.70302192,68.69555857,1.951987422,12.22297244,20.87085638,13.42589019
15482,23.26005615,Female,Tennis,1.427695246,Self-talk,Coach-adjusted,11.23872546,100,6.410316517,Medium,55.55063213,96.02293389,48.375598,45.67120572,82.74821072,77.51799257,65.97744099,63.93987377,72.50594385,9.469775473,16.0136367,15.92868314,13.24145922
15483,23.3720345,Male,Athletics,8.722747584,Self-talk,AI-guided,19.89399419,66.24716687,4.451905559,High,100,80.30487845,24.34439739,47.29243448,82.45429666,93.71114992,84.97198644,58.05965733,70.41545843,5.90058582,6.919367035,15.19390689,9.885029443
15484,36.20090588,Female,Football,4.001825559,Self-talk,Feedback-based,10.83078971,62.61519593,9.581253936,Medium,82.1883672,55.745674,31.50609137,66.95972999,70.5008408,73.16219442,100,91.67231323,62.03252048,10.92763436,14.57434112,9.163614385,20.20592527
15485,19.63888489,Female,Athletics,3.0465882,Goal-setting,Coach-adjusted,17.28215089,98.27874579,8.493644353,High,65.47908389,40.53500548,45.47701697,69.2382879,88.43409896,84.02306722,63.65639106,82.88961557,54.30802626,4.510175009,2.747802654,17.58021627,12.53892101
15486,31.02705687,Male,Swimming,8.069898242,Goal-setting,AI-guided,16.62318468,42.27542984,9.477662609,Low,100,79.7005011,43.88107371,69.76729253,68.96453067,69.9046007,60.65024885,66.12847493,85.63489024,4.214672401,15.30825844,13.5587033,7.713737391
15487,26.61615704,Female,Tennis,0,Mindfulness,Feedback-based,10.16133009,49.22210191,10.1733888,Medium,61.96893382,42.32951799,37.47239085,70.67005942,57.92291287,88.74357034,46.01907089,59.25235317,71.08726386,4.17250502,8.247969249,5.596941748,19.09653433
15488,18.79932862,Male,Tennis,6.755540091,Self-talk,Coach-adjusted,11.60688342,88.33047337,10.06842132,Medium,72.30019446,77.50053375,26.15086888,87.79295004,82.19408758,84.72237789,91.97553523,78.70298435,66.26671769,2.790256098,10.32093097,12.36530229,12.63507861
15489,16.66507087,Female,Tennis,7.892284298,Visualization,Feedback-based,11.29354085,48.97211159,7.351787597,Low,45.81829028,54.28389898,2.367711832,73.55444825,91.3392692,95.18075899,70.8467694,85.35611388,56.87216536,3.331517623,9.633835451,14.50598455,16.75604127
15490,23.87881443,Female,Basketball,7.160818265,Goal-setting,Feedback-based,12.18456821,32.72987978,5.330725818,Low,68.43071966,90.90283049,29.20633162,51.40564287,86.01805694,96.06011992,68.7482002,56.14401738,61.26144291,3.059499211,14.39319988,8.870753901,18.21746262
15491,31.58655485,Male,Athletics,0.168267589,Visualization,Feedback-based,25.37122487,85.92877432,9.678173944,Medium,73.39441986,64.03077984,29.68152017,87.38639077,69.13607816,85.89924992,67.67055021,79.14973702,62.99440779,6.264303875,13.9906764,10.12225618,18.70733601
15492,21.68416927,Female,Football,5.137425268,Mindfulness,AI-guided,4.396637937,43.5837311,8.298519174,Medium,58.62364266,55.48354056,42.84515793,48.18975075,83.33335376,56.29336977,68.03547771,76.871006,80.7496707,9.263802496,9.406810132,23.18636591,8.449840426
15493,33.9240581,Male,Tennis,3.032635193,Goal-setting,Feedback-based,13.78932832,45.53094459,7.773803105,High,82.75034952,70.46174921,29.68698171,75.98313348,38.9744233,38.21380438,59.65903227,96.9675928,98.6841224,5.964676979,14.77827394,2.933524942,17.7495801
15494,30.70175231,Male,Football,11.19457998,Visualization,Feedback-based,23.0071993,100,10.33274375,Medium,67.84665622,72.61516023,46.7988453,56.60004272,79.37781298,59.73517657,100,76.73329068,64.57776699,7.604732224,5.675394805,8.612403423,8.801429511
15495,29.13325313,Female,Football,8.740639951,Mindfulness,Coach-adjusted,9.068344161,36.2689394,5.821449635,Medium,65.21374629,81.37737335,38.87242846,45.50236921,62.52818616,81.39135139,61.86458099,74.23876593,84.46142775,7.243647649,9.373649651,11.53909078,13.41293731
15496,24.88543881,Male,Athletics,4.080680239,Visualization,Coach-adjusted,7.949824064,79.29146481,6.006075502,High,76.15070691,76.39515621,54.54194802,69.97165612,67.0494585,100,66.43314551,52.48772157,72.35985222,10.51064382,8.711870626,13.55833106,6.690884765
15497,24.08379185,Male,Athletics,5.222187142,Visualization,AI-guided,17.21056441,44.03107406,10.17381696,High,63.51278795,57.82913845,0,59.284003,85.31146052,57.31253703,57.14095116,65.5230627,69.35589508,5.992869128,15.79206733,8.295643848,14.31856673
15498,28.64354858,Female,Swimming,6.501062422,Goal-setting,Feedback-based,18.47916799,75.34306112,3.867629158,Low,85.04627147,50.63098928,23.81021099,50.54949722,64.70768168,56.78410597,69.3944484,80.56879109,93.58138518,9.49521579,10.31700739,25.10051745,11.64012141
15499,18.77520879,Male,Tennis,1.224039553,Visualization,Coach-adjusted,22.10113881,63.10053016,6.037834342,Medium,73.72292524,67.90356244,48.96226378,60.46234322,57.19442451,83.24595956,73.78809431,72.32474376,67.80220863,11.57429803,14.04260089,4.324507341,5.705057544
15500,24.72427476,Male,Athletics,4.629327367,Cognitive Restructuring,Coach-adjusted,8.545326591,72.88840273,11.17107364,Low,81.72854117,46.44204609,30.22471639,56.86078157,58.29891707,100,63.33174866,82.08740894,65.0759846,12.73185442,12.37433253,22.14494755,9.55703391
15501,26.18246879,Male,Tennis,3.70498375,Mindfulness,Feedback-based,10.71207692,48.58794393,8.976509629,Low,65.42855078,48.09570523,69.43216312,63.93213822,71.52593818,74.4360676,75.30077373,73.56460345,62.21349803,4.846620707,2.659082528,21.97619478,4.335433783
15502,25.67802217,Female,Swimming,10.17391895,Self-talk,Coach-adjusted,9.370743779,65.28659023,10.14953886,Low,92.15167206,84.16600141,46.21560447,81.46382457,91.71852169,83.91584487,98.59758123,89.7085239,88.74886764,8.086319347,2.48568406,9.209911213,13.32983892
15503,25.53157971,Female,Swimming,7.634527831,Cognitive Restructuring,AI-guided,6.325329772,62.26849467,3.273786898,Medium,88.4899967,79.55088937,41.34487574,72.39618537,56.21708462,57.65087193,69.76676398,87.2441133,67.75972389,3.818920752,14.033713,0,12.02395065
15504,27.77351104,Male,Tennis,0,Goal-setting,AI-guided,16.23395579,71.95748306,7.438959661,High,63.67064248,82.19924762,35.36141497,75.57700798,79.75464883,69.16600455,76.36825772,72.87526746,68.06293297,5.967921468,10.60252627,17.45423709,13.62887723
15505,23.20221854,Male,Tennis,2.71440984,Self-talk,AI-guided,9.99879421,51.57336969,10.03850421,Medium,55.10562595,62.12440472,67.30047556,55.75200222,79.78102965,46.6813803,81.67205586,81.22475608,66.57734738,13.63880933,18.09561636,18.34864905,7.964400793
15506,21.4771283,Female,Football,4.961365722,Mindfulness,Feedback-based,12.32542294,74.69124697,7.179403079,Low,75.57337434,65.99984098,34.09640145,74.22999611,60.06719428,69.03880624,72.56367121,65.32659318,58.89014755,4.406573798,18.22838526,27.64614777,14.86394841
15507,38.90877135,Male,Tennis,0.85324889,Mindfulness,Feedback-based,11.64341368,28.36430823,9.171433332,Low,75.27030343,77.49244122,40.50893934,86.09166669,74.22403001,67.96821115,53.35769469,83.94476831,64.70743111,10.7506434,13.11877775,10.95788501,10.63879791
15508,13.17618441,Male,Basketball,5.557349001,Goal-setting,Feedback-based,15.80068112,52.18170678,9.776709121,Medium,56.84495906,62.96828283,76.71206404,70.55335851,76.43218815,71.76993437,73.06502293,79.92037209,71.19002856,2.262016151,7.875525563,3.880844579,9.072369084
15509,35.36665183,Male,Tennis,5.698223421,Visualization,Feedback-based,9.325261592,57.36175494,7.648679981,Medium,46.79672757,66.81756775,25.42609648,80.73152852,65.15029926,43.01371582,56.8273986,82.8008895,48.26582171,5.62786584,7.953025087,23.44517562,7.728536782
15510,20.71168413,Female,Swimming,4.154543241,Mindfulness,Coach-adjusted,14.88678993,96.58775014,11.47606011,Low,64.83104623,56.63787565,47.10044908,66.23993482,60.49984419,52.68434031,71.78858444,75.87328487,77.90774716,1.846512117,14.54261637,16.05146675,5.567328333
15511,25.20264598,Female,Athletics,2.034659229,Self-talk,AI-guided,2.788745213,49.62069295,6.370262499,High,57.72402925,66.12715085,24.26439989,69.10266279,94.78149336,54.87983824,93.10111678,67.14303019,81.03523635,10.83482437,18.60929642,18.82177947,13.69052667
15512,23.74467919,Female,Basketball,0,Mindfulness,AI-guided,11.86275268,72.01165577,4.319027026,Low,66.5099681,78.60218028,42.62321246,64.36547986,56.04584454,45.19189102,54.45644816,67.44322534,83.24124329,10.27517595,10.14253554,11.86595955,11.21436869
15513,34.41348954,Male,Swimming,9.462200586,Goal-setting,AI-guided,15.81822841,48.45185739,5.837866753,High,62.07616038,71.00021006,57.03676452,92.84665162,81.2142235,60.25171484,69.7490006,83.11854658,54.67460028,16.11688992,15.39538782,13.14458331,17.62456424
15514,28.19559272,Male,Tennis,5.330581779,Mindfulness,Feedback-based,18.72806605,43.46224751,8.320542656,Medium,75.01601767,66.79354052,19.99059676,66.4344753,55.40046304,34.56658061,79.64948755,56.49160694,71.21688566,2.74790403,13.27837976,18.75552877,10.28159843
15515,23.90076098,Male,Football,7.488999824,Goal-setting,Feedback-based,2.221625821,49.31254602,11.33626312,High,75.69197229,54.82041947,88.13423205,77.67803232,74.50367186,56.31520482,86.26299643,91.71263816,52.39516288,0.387878189,10.73923475,14.22254607,15.5751012
15516,24.04009799,Male,Tennis,5.698743787,Visualization,Feedback-based,11.73819838,66.92528149,7.757938365,Low,55.59914651,52.17420265,43.89562017,64.50045252,76.41354856,70.20995576,70.51867067,79.55881152,58.97118199,11.28102606,19.44891317,10.58085876,9.534760003
15517,31.27079654,Female,Swimming,0,Mindfulness,Feedback-based,5.252811285,52.36882135,6.490607451,Medium,70.38546063,58.3224306,52.03797216,72.37737665,62.69895311,54.12694939,66.0743038,80.01685416,78.51727161,9.096479235,12.73630217,20.51320286,11.64671459
15518,27.78672664,Male,Tennis,7.199763818,Mindfulness,Coach-adjusted,8.065761308,61.25513722,6.476361263,Medium,87.73988925,73.73787271,44.49453042,54.7037235,70.97173752,56.0992419,68.67066931,70.0184953,77.92514821,7.460744679,16.5352467,21.96932058,8.905575751
15519,15.85861466,Male,Athletics,5.851659961,Mindfulness,AI-guided,15.84258794,89.56032094,9.280831561,Low,82.5545436,61.52245875,52.02055068,100,77.11761858,71.65433087,86.1405662,67.37862237,80.53044329,0.637571772,4.575173284,18.82067587,9.547622015
15520,24.86825398,Male,Football,2.107411713,Mindfulness,Coach-adjusted,13.21730042,58.93208819,4.141428077,Low,82.70815795,56.97312669,69.21874626,49.44880301,44.69684715,67.39430671,82.30758141,59.96477264,83.52175249,5.329692588,13.48789867,26.97093512,16.75468982
15521,19.99486295,Male,Athletics,2.684246993,Self-talk,Coach-adjusted,11.6429854,54.93364735,7.578160684,Low,76.24287467,58.59185668,41.76684256,74.08484537,76.46399885,55.79184222,94.52745978,79.76355633,77.26740478,5.017087257,10.33386004,24.54770899,11.92450811
15522,28.39063092,Male,Basketball,2.369081891,Self-talk,AI-guided,12.87330219,56.64696301,11.46987654,Medium,74.89899858,67.37432562,93.70716525,56.96576013,98.67249041,68.16322983,54.21701938,76.33457327,73.59025554,5.412109707,5.19226408,15.51495403,9.914619905
15523,27.05196853,Male,Athletics,0.903590918,Goal-setting,AI-guided,18.40895641,66.50940293,6.194877484,Low,70.01451029,73.91524122,17.67393047,65.932952,86.90899363,66.69695249,62.18571935,81.65331547,86.81419618,6.235828563,13.32469507,16.35556043,14.48569046
15524,22.57084584,Female,Tennis,0.847753539,Goal-setting,AI-guided,12.28396751,52.16276335,6.893876494,High,59.75779401,76.53793161,9.716732612,57.18510467,68.73727327,78.16806996,55.28269435,87.20191274,61.58501583,11.68235897,7.398826812,18.28943995,14.11207952
15525,19.7534878,Male,Athletics,1.883808317,Visualization,Feedback-based,4.30035598,55.73531524,6.614215681,Low,80.84454156,75.53985512,42.77507975,76.52851648,76.25578315,89.15924038,77.57891291,66.75494591,77.90360291,5.602500333,10.38108424,2.703916369,19.03346659
15526,29.17129017,Female,Tennis,3.349589701,Cognitive Restructuring,Coach-adjusted,16.60277764,57.16277099,9.360111208,Low,66.96914728,69.11039254,33.45886462,64.21849007,79.35112745,81.03546259,73.56646314,87.68190628,65.32438422,8.941432838,18.0722231,7.717453458,15.61990446
15527,22.58704356,Female,Basketball,1.384692997,Mindfulness,AI-guided,3.953097083,72.18291711,6.173226097,Low,98.78339824,70.60536851,52.2069827,33.38363158,69.41380119,62.52633854,74.95102191,75.48446579,71.17245434,0.211101508,6.644397302,14.63401583,17.12669256
15528,20.87647227,Male,Tennis,2.031500622,Goal-setting,Coach-adjusted,9.027050449,60.8170868,6.35536526,Medium,60.72329095,72.15996732,28.96112587,87.04276401,80.35451666,69.57034135,93.97467703,93.61484385,62.93934559,11.30697346,0,4.114079783,9.615238289
15529,25.61297698,Male,Swimming,5.430950642,Mindfulness,Feedback-based,9.779070456,55.99497792,9.291732727,High,77.47759974,61.83248558,45.12082912,85.04827683,87.5516617,34.58362854,91.07456345,71.59499192,88.52388129,6.527308536,16.49773575,2.421515432,16.37613237
15530,20.99446525,Female,Basketball,9.392217953,Self-talk,AI-guided,12.14532857,78.19275736,8.367415775,Medium,72.06512647,88.01411969,81.60851714,71.37646433,39.66107061,55.28352321,80.81610848,64.66123191,98.86449011,8.835761763,7.677351289,29.61803842,7.870975454
15531,28.75094842,Female,Athletics,8.266518788,Self-talk,AI-guided,10.62939787,78.61439872,10.74418642,Medium,73.91851509,53.64739525,45.29089867,46.64188497,52.90768954,58.36032781,75.11574195,83.79535013,68.43979415,4.97446308,12.22585747,11.61414137,12.62933217
15532,27.92840978,Male,Swimming,7.284779782,Cognitive Restructuring,AI-guided,16.97439219,53.44215992,7.432855304,Medium,84.56750144,51.64239328,56.36379853,94.33031717,65.52872195,62.55536637,85.01828069,72.55725202,78.10623414,6.855605169,15.26591196,23.00929621,15.40853983
15533,27.73004734,Female,Tennis,8.03093899,Goal-setting,Feedback-based,10.23600159,61.49870584,7.70676846,Medium,67.19473685,51.45683104,50.60652504,73.26372596,65.78195664,62.19054154,83.44510357,84.79042474,77.58128619,0.366789928,17.59080662,13.87081462,10.22755047
15534,22.77325848,Female,Tennis,9.312196292,Goal-setting,Feedback-based,10.46316179,94.27876492,9.926246012,Medium,61.95280134,69.63145636,23.24211067,56.16872352,86.70142993,36.34928392,84.94061249,86.8037338,92.78540018,3.15135174,8.251069704,20.05379586,12.56602774
15535,12.53358574,Female,Football,2.82696153,Self-talk,Feedback-based,15.21031739,69.36397079,7.650974503,High,52.30836897,76.7009947,81.26479093,42.1160194,79.78949008,48.11107205,91.06553425,72.99374159,58.84179365,6.412116827,10.16939078,9.811644381,16.21673009
15536,37.36801822,Female,Tennis,6.581366202,Mindfulness,Feedback-based,12.56195157,46.47795234,8.887752205,Medium,82.89307518,56.45202898,38.33716555,61.68686591,79.90622168,77.81972522,71.89241691,84.48641488,84.86532528,15.31346005,15.88819613,19.32835062,10.87592439
15537,22.28617116,Female,Tennis,3.608754626,Self-talk,Coach-adjusted,12.90521958,70.58453821,6.843409065,Medium,96.37646007,47.86905332,37.46222168,52.29682991,57.69899162,82.42722738,66.69044239,81.04714271,78.58746282,13.69445688,14.26207455,23.93506999,10.75149722
15538,18.5071003,Male,Tennis,6.261612521,Visualization,Coach-adjusted,10.56657941,78.30327423,8.139591463,Low,78.92531232,54.0659843,34.51150787,50.40364676,64.38230028,99.72490138,71.23289371,66.6226288,67.70796272,11.97713313,7.951813082,18.54634903,18.47470888
15539,29.21208678,Male,Tennis,5.411671082,Visualization,Coach-adjusted,14.05416484,89.41257743,7.170452987,High,52.90124399,82.98768026,24.3191621,23.43308584,80.28946202,64.68100533,69.68609056,63.04895891,75.27518361,5.327608583,7.357744818,5.856395994,12.78268745
15540,25.10163892,Male,Swimming,2.88196157,Goal-setting,Coach-adjusted,7.695100529,60.83995717,8.923574696,High,87.30615437,65.05670294,56.13403752,70.84086535,44.56720396,51.90721238,65.37464833,91.59906011,66.84149489,8.788778009,17.67962391,4.029872158,8.095908429
15541,31.9195729,Female,Tennis,2.795854628,Visualization,Feedback-based,19.83355519,60.05950419,7.842917767,Medium,80.0927231,75.67815611,51.51976229,67.28540573,62.10805028,52.96055321,89.16936749,97.60559201,83.16640421,11.07088215,14.77520613,18.03185729,9.729317498
15542,17.44196501,Female,Basketball,8.938335225,Mindfulness,AI-guided,9.793331198,74.08817462,4.369913724,Medium,90.7837918,85.95691918,39.34204897,85.07900226,72.57183458,75.10479301,56.53222557,75.57380668,97.2846001,11.52569381,20.05459921,19.66758294,8.967912628
15543,21.82576222,Female,Tennis,3.803163351,Goal-setting,Coach-adjusted,8.208487266,23.15108674,10.59768945,Low,80.82467031,86.8891706,20.37503151,70.80062645,90.35247383,56.97768968,99.4360757,88.81531494,75.6882759,10.13124066,11.12917852,17.18325898,11.58964094
15544,29.57853683,Male,Football,3.008197717,Goal-setting,Coach-adjusted,12.3258376,54.82616618,8.841142758,Medium,83.95850352,88.22253502,47.5032045,62.14333432,72.48677958,63.12240181,98.06221059,92.57150363,74.29282473,8.320904084,9.636346169,6.82431576,12.42038908
15545,36.82491815,Female,Athletics,5.220254629,Self-talk,Feedback-based,9.200791967,65.950977,4.167302362,High,100,65.11290413,55.80694868,96.29552304,84.76855326,53.47151916,95.0195455,66.05310692,62.58955975,9.395382928,0.145954724,10.91811455,7.867179791
15546,33.73524346,Male,Tennis,0.992761065,Visualization,Coach-adjusted,11.21543713,70.34103436,11.021415,Medium,72.25415788,86.2743604,59.468625,81.54682251,71.64140329,66.76030336,97.53568097,71.97016486,83.473438,8.917110276,9.212102055,22.0505901,14.60230479
15547,18.12885664,Female,Swimming,5.007294424,Visualization,Feedback-based,8.462170347,60.95532891,7.858932437,Low,100,62.21047536,66.70730507,68.58480166,95.34634768,57.09124491,70.93823713,76.04612424,84.41776652,3.60363547,2.458311719,11.14089527,14.98867707
15548,17.65205256,Female,Swimming,6.583994119,Mindfulness,AI-guided,7.352050334,70.24839795,7.162184223,Medium,75.52675959,77.75830247,25.35179699,85.64963065,39.77925643,43.88640774,100,53.88274597,95.47558144,8.162696028,9.644340857,19.00851861,11.75876824
15549,17.47164281,Female,Tennis,7.035156856,Cognitive Restructuring,Feedback-based,6.81491164,50.42088013,7.66252966,High,71.48725521,74.60211322,20.07478414,56.53156327,73.79355634,94.68306047,75.58737493,65.9497533,91.47186032,0.611603707,14.15929739,19.77601013,7.178266854
15550,18.73156538,Female,Tennis,1.7177135,Cognitive Restructuring,AI-guided,2.659186091,45.89388381,5.828345486,High,68.2398155,85.59861907,40.53442304,81.37989825,84.84236214,74.28772707,58.63066851,73.48773453,73.04880632,4.774396644,5.759998112,12.01594743,11.00796614
15551,24.78552285,Male,Football,1.560965328,Goal-setting,Coach-adjusted,10.08797544,73.59552882,8.096842113,Medium,63.09619192,73.35315656,48.93311231,57.64858998,63.49797577,56.66742538,77.81645446,78.89949329,87.5105884,7.647881459,19.2252467,17.07692005,5.904641243
15552,19.74828686,Female,Swimming,4.987723839,Self-talk,AI-guided,8.840689571,71.44542321,8.371652003,High,80.26698681,92.82340371,68.09905895,65.74740846,87.9257068,67.67884452,84.85826919,65.83972907,86.76877144,9.464917425,13.88709526,19.33929979,11.30501182
15553,23.36883373,Male,Tennis,4.787807751,Goal-setting,AI-guided,10.29100786,64.56418245,6.150445542,Medium,100,70.10893108,52.76252316,77.13634172,64.0094677,57.87722403,74.43083934,77.23887934,75.03344772,4.619981864,13.63985604,12.88727438,12.88247784
15554,35.63837714,Female,Tennis,0,Mindfulness,Feedback-based,11.02574755,30.97145452,6.29944714,High,90.06490462,39.63088273,47.61435465,90.35617395,58.3940551,64.63307188,76.30116065,78.06601914,77.33847035,1.941724146,17.03930337,9.806632663,4.31158461
15555,29.85562613,Male,Swimming,3.56066687,Self-talk,Feedback-based,7.324074433,59.33017333,10.99684198,Low,62.04118374,81.83513018,58.72547916,76.10456694,79.7729894,76.63246416,50.45343811,71.99874389,90.61839335,7.897455826,20.4571586,18.19982792,5.692769033
15556,26.51441212,Female,Tennis,3.602051431,Visualization,Feedback-based,13.46019266,68.40056625,7.060876588,Medium,78.99830053,48.03723091,55.04650189,100,55.97808233,69.8630483,56.95880989,64.08571032,59.02135434,11.25417772,8.546489978,3.922779874,18.2869117
15557,32.61807566,Female,Football,1.584385536,Mindfulness,AI-guided,9.937012567,57.99712684,7.514126563,Low,70.48165484,75.0927801,43.34501546,56.20776937,52.84664693,84.69152526,100,62.43467782,100,11.43932375,18.4693947,12.47145705,12.96596033
15558,25.25935976,Male,Swimming,0,Visualization,Coach-adjusted,7.534540906,57.58987727,4.890447417,Low,73.50666454,53.06932651,51.76530032,62.38052341,61.24061197,85.45434334,75.13305674,75.06877665,59.0591559,1.859146946,13.54914429,18.69847311,17.45758481
15559,29.34150756,Male,Basketball,5.638126188,Self-talk,Coach-adjusted,9.218900191,75.94164071,8.010710036,Low,90.37898659,56.12885798,27.39650261,100,65.32109885,88.93391808,83.98329138,78.67894532,81.70571715,8.298348358,7.261524406,27.17898007,10.16641321
15560,30.32010597,Male,Athletics,0,Mindfulness,Feedback-based,5.04118068,51.13020967,5.80347543,Low,60.62452628,63.46142796,59.78134854,86.64236703,100,50.0089216,80.26067967,68.31680839,97.38053779,7.375402883,12.25001945,22.29902947,13.25232511
15561,21.4381759,Male,Swimming,3.731130144,Self-talk,Coach-adjusted,9.30358393,64.38125805,5.379163436,High,66.98218682,69.48001826,44.31751082,79.0252549,85.29454507,67.76624429,85.83709269,79.29272808,76.49916973,4.976568736,7.21869412,18.08762997,13.97996043
15562,25.19708674,Male,Tennis,6.142909514,Goal-setting,Coach-adjusted,14.27564611,43.70115715,6.069739795,High,81.87145363,69.19423747,40.87424315,74.08966711,90.91670876,81.11856595,70.78645832,83.8694141,81.40948454,11.12369396,5.282932395,13.11089407,11.30142007
15563,28.95714076,Female,Basketball,2.776979313,Mindfulness,AI-guided,12.92449624,56.48129477,7.839065791,High,62.92884198,56.34821398,50.15466285,36.35391172,67.64886319,86.94074839,87.39141429,54.99328931,50.7629404,3.208493274,7.812083926,22.90013113,7.32958819
15564,26.26384883,Female,Swimming,1.445166087,Goal-setting,Feedback-based,13.55436752,94.75455222,5.214016102,Low,50.36362616,50.91086113,55.65686492,86.15270542,52.27442519,43.07953196,77.61274523,100,75.69516636,2.747762887,15.34565346,16.52157359,17.51697493
15565,21.31454427,Male,Football,6.267896607,Self-talk,AI-guided,11.7845017,45.96931154,8.561668189,Medium,71.4660941,43.41914093,23.99967565,81.3753536,60.08545185,73.04622438,71.11536176,66.68274718,85.55848147,6.712103899,23.1431881,13.77410925,14.87157186
15566,25.38462188,Female,Tennis,1.731934298,Cognitive Restructuring,Coach-adjusted,6.088368018,53.52689377,8.131855961,Medium,70.45321736,58.53167658,36.98545084,95.51289265,76.41598079,71.85662006,95.06147663,67.9574952,82.4153041,8.1081421,12.53853679,9.345166334,13.62043419
15567,31.2154263,Male,Tennis,7.992673081,Self-talk,Coach-adjusted,10.17375887,61.03889932,3.909718265,Medium,84.71010338,56.40739913,41.30602655,95.47961354,83.56204594,62.2619531,70.0499396,49.1958323,64.3316877,0,17.26134154,16.36734491,12.67075092
15568,16.79231849,Male,Athletics,1.992249585,Goal-setting,AI-guided,8.218398023,46.83869821,7.475612599,Low,65.74837124,52.42599596,30.09583358,80.65807276,54.7012191,66.30621118,71.30053556,85.88303152,85.87146003,11.08769037,19.16101464,18.47568656,9.745366407
15569,28.67523942,Female,Swimming,8.371174398,Goal-setting,Coach-adjusted,14.69538264,67.67675982,3.376181815,Medium,51.43459574,69.59657009,86.44251006,79.13189783,82.15306377,71.63711012,60.3771977,74.25603701,57.60050656,10.74515747,12.55275027,17.387182,16.0894689
15570,25.11111413,Female,Football,7.383015108,Goal-setting,AI-guided,13.66475886,66.43124172,9.937692306,High,100,58.89048786,44.21241192,67.99659537,81.42547872,72.56746513,93.54297454,93.68623952,82.55756085,7.516624755,19.19991319,15.89106491,9.48926721
15571,21.46310689,Female,Basketball,6.752291356,Goal-setting,AI-guided,8.412588422,56.88862387,6.357798033,Medium,89.54542077,59.59198485,42.05835286,64.22545822,67.16555413,55.67481999,77.2050243,65.07590432,86.53505476,9.007230364,13.84309467,10.22730377,13.5781404
15572,20.86655911,Female,Athletics,7.340304358,Mindfulness,AI-guided,6.427996983,76.91210227,5.967493533,High,64.43714838,60.28170282,31.93457618,56.4963511,78.33926865,66.0121382,65.87727764,69.58146508,72.76241808,5.433599962,13.92404898,13.15760882,12.32009808
15573,23.99149867,Male,Athletics,2.12032307,Self-talk,AI-guided,9.167095007,74.35612989,6.046599419,Medium,59.30259711,68.12424709,53.63874229,67.98678003,70.38241145,60.16258784,79.54931141,89.04404704,88.57236032,9.963704918,11.56532763,9.221357941,10.07548984
15574,27.55089573,Male,Swimming,8.422803754,Self-talk,Feedback-based,21.24134874,79.73423867,6.414002139,Low,60.36343446,69.36486639,54.2327711,89.62388781,86.65793489,60.28987982,87.06875034,67.80932045,93.3037319,8.767333942,18.43837071,16.25567651,12.42378191
